"","SOC_CODE","EMPLOYER_STATE","EMPLOYER_NAME","frequency","job_category","State"
"712",15,"SD","MIDCONTINENT COMMUNICATIONS",2,"Computer and Mathematical Occupations","South Dakota"
"713",15,"SD","SANFORD CLINIC",2,"Computer and Mathematical Occupations","South Dakota"
"714",15,"TN","FEDEX CORPORATE SERVICES, INC",283,"Computer and Mathematical Occupations","Tennessee"
"715",15,"TN","UBS BUSINESS SOLUTIONS US LLC",203,"Computer and Mathematical Occupations","Tennessee"
"716",15,"TN","CUMMINS INC",161,"Computer and Mathematical Occupations","Tennessee"
"717",15,"TN","ASURION, LLC",136,"Computer and Mathematical Occupations","Tennessee"
"718",15,"TN","CONCH TECHNOLOGIES, INC",112,"Computer and Mathematical Occupations","Tennessee"
"719",15,"TX","COGNIZANT TECHNOLOGY SOLUTIONS US CORP",27342,"Computer and Mathematical Occupations","Texas"
"720",15,"TX","INFOSYS LIMITED",20899,"Computer and Mathematical Occupations","Texas"
"721",15,"TX","FUJITSU AMERICA, INC",294,"Computer and Mathematical Occupations","Texas"
"722",15,"TX","AMERICAN AIRLINES, INC",290,"Computer and Mathematical Occupations","Texas"
"723",15,"TX","HITACHI CONSULTING CORPORATION",282,"Computer and Mathematical Occupations","Texas"
"724",15,"UT","CONNVERTEX TECHNOLOGIES INC",98,"Computer and Mathematical Occupations","Utah"
"725",15,"UT","ACCELERATED ENGINEERING",70,"Computer and Mathematical Occupations","Utah"
"726",15,"UT","ANCESTRY.COM OPERATIONS, INC",64,"Computer and Mathematical Occupations","Utah"
"727",15,"UT","OVERSTOCK.COM, INC",52,"Computer and Mathematical Occupations","Utah"
"728",15,"UT","QUALTRICS, LLC",52,"Computer and Mathematical Occupations","Utah"
"729",15,"VA","CAPITAL ONE SERVICES, LLC",984,"Computer and Mathematical Occupations","Virginia"
"730",15,"VA","CGI TECHNOLOGIES AND SOLUTIONS INC",432,"Computer and Mathematical Occupations","Virginia"
"731",15,"VA","SYSTEM SOFT TECHNOLOGIES LLC",345,"Computer and Mathematical Occupations","Virginia"
"732",15,"VA","IDEXCEL, INC",239,"Computer and Mathematical Occupations","Virginia"
"733",15,"VA","DXC TECHNOLOGY SERVICES LLC",203,"Computer and Mathematical Occupations","Virginia"
"734",15,"VT","ITECH US, INC",154,"Computer and Mathematical Occupations","Vermont"
"735",15,"VT","NATIONAL LIFE INSURANCE COMPANY",4,"Computer and Mathematical Occupations","Vermont"
"736",15,"VT","DATA INNOVATIONS LLC (ROPER ENTITY)",3,"Computer and Mathematical Occupations","Vermont"
"737",15,"VT","STECK SYSTEMS, INC",3,"Computer and Mathematical Occupations","Vermont"
"738",15,"VT","SOUTHWESTERN VERMONT MEDICAL CENTER, INC",2,"Computer and Mathematical Occupations","Vermont"
"739",15,"WA","AMAZON.COM SERVICES, INC",5764,"Computer and Mathematical Occupations","Washington"
"740",15,"WA","MICROSOFT CORPORATION",5207,"Computer and Mathematical Occupations","Washington"
"741",15,"WA","AMAZON WEB SERVICES, INC",1365,"Computer and Mathematical Occupations","Washington"
"742",15,"WA","A2Z DEVELOPMENT CENTER, INC",465,"Computer and Mathematical Occupations","Washington"
"743",15,"WA","T-MOBILE USA, INC",334,"Computer and Mathematical Occupations","Washington"
"744",15,"WI","FISERV SOLUTIONS, LLC",140,"Computer and Mathematical Occupations","Wisconsin"
"745",15,"WI","EXPERIS US, INC",138,"Computer and Mathematical Occupations","Wisconsin"
"746",15,"WI","GE HEALTHCARE IITS USA CORP",77,"Computer and Mathematical Occupations","Wisconsin"
"747",15,"WI","KOHL'S DEPARTMENT STORES, INC",49,"Computer and Mathematical Occupations","Wisconsin"
"748",15,"WI","AMERICAN FAMILY MUTUAL INSURANCE COMPANY",45,"Computer and Mathematical Occupations","Wisconsin"
"749",15,"WV","MAHANTECH CORPORATION",53,"Computer and Mathematical Occupations","West Virginia"
"750",15,"WV","DEEMSYS INC",46,"Computer and Mathematical Occupations","West Virginia"
"751",15,"WV","MOUNTAIN STATE SOFTWARE SOLUTIONS, LLC",7,"Computer and Mathematical Occupations","West Virginia"
"752",15,"WV","WEST VIRGINIA UNIVERSITY",5,"Computer and Mathematical Occupations","West Virginia"
"753",15,"WV","AMERICAN PUBLIC EDUCATION, INC",4,"Computer and Mathematical Occupations","West Virginia"
"754",15,"WY","HCL GLOBAL SYSTEMS INC",71,"Computer and Mathematical Occupations","Wyoming"
"755",15,"WY","APPFUSIONS, INC",1,"Computer and Mathematical Occupations","Wyoming"
"756",15,"WY","AX-SOLUTIONS, LLC",1,"Computer and Mathematical Occupations","Wyoming"
"757",15,"WY","DEALMACHINE LLC",1,"Computer and Mathematical Occupations","Wyoming"
"758",15,"WY","EMIT TECHNOLOGIES INC",1,"Computer and Mathematical Occupations","Wyoming"
"759",17,"AK","NORTHERN STAR (POGO) LLC",18,"Architecture and Engineering Occupations","Alaska"
"760",17,"AK","UNIVERSITY OF ALASKA",4,"Architecture and Engineering Occupations","Alaska"
"761",17,"AK","TECK ALASKA INCORPORATED",2,"Architecture and Engineering Occupations","Alaska"
"762",17,"AK","KAKIVIK ASSET MANAGEMENT, LLC",1,"Architecture and Engineering Occupations","Alaska"
"763",17,"AL","MANDO AMERICA CORPORATION",22,"Architecture and Engineering Occupations","Alabama"
"764",17,"AL","MESA ASSOCIATES, INC",6,"Architecture and Engineering Occupations","Alabama"
"765",17,"AL","ACE PRECISION AMERICA, INC",5,"Architecture and Engineering Occupations","Alabama"
"766",17,"AL","HANWHA ADVANCED MATERIALS AMERICA, LLC",5,"Architecture and Engineering Occupations","Alabama"
"767",17,"AL","KAMTEK INC",5,"Architecture and Engineering Occupations","Alabama"
"768",17,"AR","WAL-MART ASSOCIATES, INC",16,"Architecture and Engineering Occupations","Arkansas"
"769",17,"AR","BIG RIVER STEEL LLC",7,"Architecture and Engineering Occupations","Arkansas"
"770",17,"AR","GARVER LLC",5,"Architecture and Engineering Occupations","Arkansas"
"771",17,"AR","GREAT LAKES CHEMICAL CORPORATION, PART OF THE LANXESS GROUP",5,"Architecture and Engineering Occupations","Arkansas"
"772",17,"AR","WELSPUN PIPES, INC",5,"Architecture and Engineering Occupations","Arkansas"
"773",17,"AZ","ASML US, LP",96,"Architecture and Engineering Occupations","Arizona"
"774",17,"AZ","MICROCHIP TECHNOLOGY INC",81,"Architecture and Engineering Occupations","Arizona"
"775",17,"AZ","SEMICONDUCTOR COMPONENTS INDUSTRIES, LLC",51,"Architecture and Engineering Occupations","Arizona"
"776",17,"AZ","ASM AMERICA INC",35,"Architecture and Engineering Occupations","Arizona"
"777",17,"AZ","ASML US LP",19,"Architecture and Engineering Occupations","Arizona"
"778",17,"CA","INTEL CORPORATION",981,"Architecture and Engineering Occupations","California"
"779",17,"CA","APPLE INC",500,"Architecture and Engineering Occupations","California"
"780",17,"CA","TESLA, INC",457,"Architecture and Engineering Occupations","California"
"781",17,"CA","GOOGLE LLC",314,"Architecture and Engineering Occupations","California"
"782",17,"CA","ADVANCED MICRO DEVICES, INC",301,"Architecture and Engineering Occupations","California"
"783",17,"CO","ARCADIS U.S., INC",72,"Architecture and Engineering Occupations","Colorado"
"784",17,"CO","THE ALLIANCE FOR SUSTAINABLE ENERGY LLC",70,"Architecture and Engineering Occupations","Colorado"
"785",17,"CO","JACOBS ENGINEERING GROUP INC",58,"Architecture and Engineering Occupations","Colorado"
"786",17,"CO","STANTEC CONSULTING SERVICES INC",47,"Architecture and Engineering Occupations","Colorado"
"787",17,"CO","JACOBS CONSULTANCY INC",34,"Architecture and Engineering Occupations","Colorado"
"788",17,"CT","CYIENT, INC",254,"Architecture and Engineering Occupations","Connecticut"
"789",17,"CT","QUEST GLOBAL SERVICES- N.A., INC",105,"Architecture and Engineering Occupations","Connecticut"
"790",17,"CT","PRAXAIR, INC",31,"Architecture and Engineering Occupations","Connecticut"
"791",17,"CT","ALSTOM GRID LLC",30,"Architecture and Engineering Occupations","Connecticut"
"792",17,"CT","STANLEY BLACK DECKER, INC",26,"Architecture and Engineering Occupations","Connecticut"
"793",17,"DC","STUDIOS ARCHITECTURE",6,"Architecture and Engineering Occupations","District of Columbia"
"794",17,"DC","INNOVO CONSTRUCTION LLC",4,"Architecture and Engineering Occupations","District of Columbia"
"795",17,"DC","PAGE SOUTHERLAND PAGE, INC. (PAGE)",4,"Architecture and Engineering Occupations","District of Columbia"
"796",17,"DC","SETTY ASSOCIATES INTERNATIONAL, PLLC",4,"Architecture and Engineering Occupations","District of Columbia"
"797",17,"DC","BONSTRA HARESIGN ARCHITECTS LLP",3,"Architecture and Engineering Occupations","District of Columbia"
"798",17,"DE","E. I. DU PONT DE NEMOURS AND COMPANY",11,"Architecture and Engineering Occupations","Delaware"
"799",17,"DE","SIEMENS MOBILITY, INC",10,"Architecture and Engineering Occupations","Delaware"
"800",17,"DE","ASTRAZENECA PHARMACEUTICALS LP",5,"Architecture and Engineering Occupations","Delaware"
"801",17,"DE","AXIOM ENGINEERING, LLC",3,"Architecture and Engineering Occupations","Delaware"
"802",17,"DE","SCINORX TECHNOLOGIES INC",3,"Architecture and Engineering Occupations","Delaware"
"803",17,"FL","SIEMENS PLM SOFTWARE, INC",53,"Architecture and Engineering Occupations","Florida"
"804",17,"FL","SIEMENS ENERGY, INC",37,"Architecture and Engineering Occupations","Florida"
"805",17,"FL","VEROTECH SOLUTIONS,LLC",25,"Architecture and Engineering Occupations","Florida"
"806",17,"FL","MODIS E&T, LLC",24,"Architecture and Engineering Occupations","Florida"
"807",17,"FL","MAGIC LEAP, INC",23,"Architecture and Engineering Occupations","Florida"
"808",17,"GA","FUSION LIFE SCIENCES TECHNOLOGIES LLC",188,"Architecture and Engineering Occupations","Georgia"
"809",17,"GA","GULFSTREAM AEROSPACE CORPORATION",54,"Architecture and Engineering Occupations","Georgia"
"810",17,"GA","GEORGIA INSTITUTE OF TECHNOLOGY",48,"Architecture and Engineering Occupations","Georgia"
"811",17,"GA","ATRONIX ACQUISITION CORP",32,"Architecture and Engineering Occupations","Georgia"
"812",17,"GA","ABB ENTERPRISE SOFTWARE, INC",30,"Architecture and Engineering Occupations","Georgia"
"813",17,"HI","NAN, INC",11,"Architecture and Engineering Occupations","Hawaii"
"814",17,"HI","ASSOCIATION OF UNIVERSITIES FOR RESEARCH IN ASTRONOMY",3,"Architecture and Engineering Occupations","Hawaii"
"815",17,"HI","SU-MO BUILDERS, INC",3,"Architecture and Engineering Occupations","Hawaii"
"816",17,"HI","GREENPATH TECHNOLOGIES, INC",2,"Architecture and Engineering Occupations","Hawaii"
"817",17,"HI","HAWAIIAN AIRLINES INC",2,"Architecture and Engineering Occupations","Hawaii"
"818",17,"IA","ROCKWELL COLLINS INC",13,"Architecture and Engineering Occupations","Iowa"
"819",17,"IA","B/E AEROSPACE, INC., WHOLLY-OWNED SUBSIDIARY OF ROCKWELL COLLINS INC",11,"Architecture and Engineering Occupations","Iowa"
"820",17,"IA","DANFOSS POWER SOLUTIONS (US) COMPANY",9,"Architecture and Engineering Occupations","Iowa"
"821",17,"IA","IOWA STATE UNIVERSITY OF SCIENCE AND TECHNOLOGY",7,"Architecture and Engineering Occupations","Iowa"
"822",17,"IA","HAGIE MANUFACTURING",6,"Architecture and Engineering Occupations","Iowa"
"823",17,"ID","MICRON TECHNOLOGY, INC",341,"Architecture and Engineering Occupations","Idaho"
"824",17,"ID","MICRON TECHNOLOGY INC",21,"Architecture and Engineering Occupations","Idaho"
"825",17,"ID","BATTELLE ENERGY ALLIANCE, LLC",20,"Architecture and Engineering Occupations","Idaho"
"826",17,"ID","MICRON SEMICONDUCTOR PRODUCTS, INC",8,"Architecture and Engineering Occupations","Idaho"
"827",17,"ID","AUTOVOL, INC",4,"Architecture and Engineering Occupations","Idaho"
"828",17,"IL","AXISCADES, INC",158,"Architecture and Engineering Occupations","Illinois"
"829",17,"IL","CATERPILLAR INC",82,"Architecture and Engineering Occupations","Illinois"
"830",17,"IL","CARESOFT GLOBAL, INC",52,"Architecture and Engineering Occupations","Illinois"
"831",17,"IL","ONWARD TECHNOLOGIES, INC",46,"Architecture and Engineering Occupations","Illinois"
"832",17,"IL","AUTOMOTIVE ROBOTICS INC",45,"Architecture and Engineering Occupations","Illinois"
"833",17,"IN","LHP SOFTWARE LLC",88,"Architecture and Engineering Occupations","Indiana"
"834",17,"IN","ZIMMER, INC",59,"Architecture and Engineering Occupations","Indiana"
"835",17,"IN","MIDCONTINENT INDEPENDENT SYSTEM OPERATOR, INC",49,"Architecture and Engineering Occupations","Indiana"
"836",17,"IN","PURDUE UNIVERSITY",27,"Architecture and Engineering Occupations","Indiana"
"837",17,"IN","FAURECIA EMISSIONS CONTROL TECHNOLOGIES, USA, LLC",22,"Architecture and Engineering Occupations","Indiana"
"838",17,"KS","BLACK VEATCH CORPORATION",110,"Architecture and Engineering Occupations","Kansas"
"839",17,"KS","SPRINT CORPORATION",78,"Architecture and Engineering Occupations","Kansas"
"840",17,"KS","TERRACON CONSULTANTS, INC",33,"Architecture and Engineering Occupations","Kansas"
"841",17,"KS","WICHITA STATE UNIVERSITY",9,"Architecture and Engineering Occupations","Kansas"
"842",17,"KS","GARMIN INTERNATIONAL, INC",7,"Architecture and Engineering Occupations","Kansas"
"843",17,"KY","HITACHI AUTOMOTIVE SYSTEMS AMERICAS, INC",17,"Architecture and Engineering Occupations","Kentucky"
"844",17,"KY","GRUPO ANTOLIN KENTUCKY, INC",7,"Architecture and Engineering Occupations","Kentucky"
"845",17,"KY","HAIER US APPLIANCE SOLUTIONS INC",6,"Architecture and Engineering Occupations","Kentucky"
"846",17,"KY","MATERIAL HANDLING SYSTEMS, INC",5,"Architecture and Engineering Occupations","Kentucky"
"847",17,"KY","WORK4CE, INC",5,"Architecture and Engineering Occupations","Kentucky"
"848",17,"LA","MMR CONSTRUCTORS INC",21,"Architecture and Engineering Occupations","Louisiana"
"849",17,"LA","ENTERGY SERVICES, LLC",18,"Architecture and Engineering Occupations","Louisiana"
"850",17,"LA","MMR INTERNATIONAL LTD",17,"Architecture and Engineering Occupations","Louisiana"
"851",17,"LA","INTRALOX, LLC",9,"Architecture and Engineering Occupations","Louisiana"
"852",17,"LA","LOUISIANA STATE UNIVERSITY AND & COLLEGE",8,"Architecture and Engineering Occupations","Louisiana"
"853",17,"MA","ANALOG DEVICES INC",131,"Architecture and Engineering Occupations","Massachusetts"
"854",17,"MA","ALTRAN US CORP",62,"Architecture and Engineering Occupations","Massachusetts"
"855",17,"MA","BOSTON SCIENTIFIC CORPORATION",41,"Architecture and Engineering Occupations","Massachusetts"
"856",17,"MA","THERMO FISHER SCIENTIFIC INC",35,"Architecture and Engineering Occupations","Massachusetts"
"857",17,"MA","SCHNEIDER ELECTRIC USA, INC",33,"Architecture and Engineering Occupations","Massachusetts"
"858",17,"MD","TATA CONSULTANCY SERVICES LIMITED",86,"Architecture and Engineering Occupations","Maryland"
"859",17,"MD","EASI LLC",48,"Architecture and Engineering Occupations","Maryland"
"860",17,"MD","TELNET, INC",37,"Architecture and Engineering Occupations","Maryland"
"861",17,"MD","AEROTEK, INC",22,"Architecture and Engineering Occupations","Maryland"
"862",17,"MD","CALLISONRTKL INC",22,"Architecture and Engineering Occupations","Maryland"
"863",17,"ME","TRC ENGINEERS, LLC",19,"Architecture and Engineering Occupations","Maine"
"864",17,"ME","TRC ENVIRONMENTAL CORPORATION",8,"Architecture and Engineering Occupations","Maine"
"865",17,"ME","UNIVERSITY OF MAINE",3,"Architecture and Engineering Occupations","Maine"
"866",17,"ME","WOODARD CURRAN, INC",2,"Architecture and Engineering Occupations","Maine"
"867",17,"ME","RLC ENGINEERING, LLC",1,"Architecture and Engineering Occupations","Maine"
"868",17,"MI","GENERAL MOTORS COMPANY",221,"Architecture and Engineering Occupations","Michigan"
"869",17,"MI","FCA US LLC",177,"Architecture and Engineering Occupations","Michigan"
"870",17,"MI","ALTAIR PRODUCTDESIGN, INC",175,"Architecture and Engineering Occupations","Michigan"
"871",17,"MI","FORD MOTOR COMPANY",152,"Architecture and Engineering Occupations","Michigan"
"872",17,"MI","APTIV CORPORATION",133,"Architecture and Engineering Occupations","Michigan"
"873",17,"MN","MEDTRONIC, INC",112,"Architecture and Engineering Occupations","Minnesota"
"874",17,"MN","COVIDIEN LP",54,"Architecture and Engineering Occupations","Minnesota"
"875",17,"MN","M. A. MORTENSON COMPANY",20,"Architecture and Engineering Occupations","Minnesota"
"876",17,"MN","STARKEY LABORATORIES, INC",17,"Architecture and Engineering Occupations","Minnesota"
"877",17,"MN","MAYO CLINIC",15,"Architecture and Engineering Occupations","Minnesota"
"878",17,"MO","BURNS MCDONNELL ENGINEERING COMPANY, INC",48,"Architecture and Engineering Occupations","Missouri"
"879",17,"MO","HNTB CORPORATION",43,"Architecture and Engineering Occupations","Missouri"
"880",17,"MO","HELLMUTH OBATA KASSABAUM, INC",27,"Architecture and Engineering Occupations","Missouri"
"881",17,"MO","AMDOCS, INC",16,"Architecture and Engineering Occupations","Missouri"
"882",17,"MO","CLAYCO, INC",13,"Architecture and Engineering Occupations","Missouri"
"883",17,"MS","JINDAL TUBULAR USA, LLC",8,"Architecture and Engineering Occupations","Mississippi"
"884",17,"MS","MISSISSIPPI STATE UNIVERSITY",5,"Architecture and Engineering Occupations","Mississippi"
"885",17,"MS","WILLIAMS-SONOMA, INC",3,"Architecture and Engineering Occupations","Mississippi"
"886",17,"MS","BORGWARNER EMISSIONS SYSTEMS LLC",2,"Architecture and Engineering Occupations","Mississippi"
"887",17,"MS","FAURECIA MADISON AUTOMOTIVE SEATING, INC",2,"Architecture and Engineering Occupations","Mississippi"
"888",17,"MT","ASCENT VISION TECHNOLOGIES LLC",1,"Architecture and Engineering Occupations","Montana"
"889",17,"MT","ASCENT VISION TECHNOLOGIES, LLC",1,"Architecture and Engineering Occupations","Montana"
"890",17,"NC","TECHNOSOFT ENGINEERING, INC",79,"Architecture and Engineering Occupations","North Carolina"
"891",17,"NC","ABB INC",50,"Architecture and Engineering Occupations","North Carolina"
"892",17,"NC","QORVO US, INC",46,"Architecture and Engineering Occupations","North Carolina"
"893",17,"NC","IBM CORPORATION",45,"Architecture and Engineering Occupations","North Carolina"
"894",17,"NC","XDIN, INC",30,"Architecture and Engineering Occupations","North Carolina"
"895",17,"ND","UNIVERSITY OF NORTH DAKOTA",5,"Architecture and Engineering Occupations","North Dakota"
"896",17,"ND","ULTEIG ENGINEERS, INC",4,"Architecture and Engineering Occupations","North Dakota"
"897",17,"ND","APPAREO SYSTEMS, LLC",1,"Architecture and Engineering Occupations","North Dakota"
"898",17,"ND","FUSION AUTOMATION INC",1,"Architecture and Engineering Occupations","North Dakota"
"899",17,"ND","INFONERO INC",1,"Architecture and Engineering Occupations","North Dakota"
"900",17,"NE","HDR ENGINEERING, INC",67,"Architecture and Engineering Occupations","Nebraska"
"901",17,"NE","HDR ARCHITECTURE, INC",29,"Architecture and Engineering Occupations","Nebraska"
"902",17,"NE","HDR ENGINEERING, INC. OF THE CAROLINAS",12,"Architecture and Engineering Occupations","Nebraska"
"903",17,"NE","DLR GROUP, INC",10,"Architecture and Engineering Occupations","Nebraska"
"904",17,"NE","HENNINGSON, DURHAM &AMP; RICHARDSON, PC",6,"Architecture and Engineering Occupations","Nebraska"
"905",17,"NH","EMRITSOLUTIONS LLC",14,"Architecture and Engineering Occupations","New Hampshire"
"906",17,"NH","ALLEGRO MICROSYSTEMS, LLC",5,"Architecture and Engineering Occupations","New Hampshire"
"907",17,"NH","MICRODESK, INC",5,"Architecture and Engineering Occupations","New Hampshire"
"908",17,"NH","MARKEM-IMAJE CORPORATION",4,"Architecture and Engineering Occupations","New Hampshire"
"909",17,"NH","CONCUR ENGINEERING SOLUTIONS LLC",3,"Architecture and Engineering Occupations","New Hampshire"
"910",17,"NJ","L&T TECHNOLOGY SERVICES LIMITED",558,"Architecture and Engineering Occupations","New Jersey"
"911",17,"NJ","LS SOLUTIONS, INC",75,"Architecture and Engineering Occupations","New Jersey"
"912",17,"NJ","TECH MAHINDRA (AMERICAS),INC",72,"Architecture and Engineering Occupations","New Jersey"
"913",17,"NJ","INTELLECTT INC",45,"Architecture and Engineering Occupations","New Jersey"
"914",17,"NJ","I3INFOTEK, INC",44,"Architecture and Engineering Occupations","New Jersey"
"915",17,"NM","TRIAD NATIONAL SECURITY, LLC",12,"Architecture and Engineering Occupations","New Mexico"
"916",17,"NM","APPLIED RESEARCH ASSOCIATES, INC",8,"Architecture and Engineering Occupations","New Mexico"
"917",17,"NM","ARRAY TECHNOLOGIES, INC",4,"Architecture and Engineering Occupations","New Mexico"
"918",17,"NM","PAJARITO SCIENTIFIC CORPORATION",4,"Architecture and Engineering Occupations","New Mexico"
"919",17,"NM","DEKKER/PERICH/SABATINI",3,"Architecture and Engineering Occupations","New Mexico"
"920",17,"NV","ROUND MOUNTAIN GOLD CORPORATION",5,"Architecture and Engineering Occupations","Nevada"
"921",17,"NV","ARISTOCRAT TECHNOLOGIES, INC",4,"Architecture and Engineering Occupations","Nevada"
"922",17,"NV","SEDGMAN USA INCORPORATED",4,"Architecture and Engineering Occupations","Nevada"
"923",17,"NV","ALLEGIANT TRAVEL COMPANY",3,"Architecture and Engineering Occupations","Nevada"
"924",17,"NV","JLM INDUSTRIAL SUPPLY, INC. OF NEVADA",3,"Architecture and Engineering Occupations","Nevada"
"925",17,"NY","WSP USA INC",133,"Architecture and Engineering Occupations","New York"
"926",17,"NY","THORNTON TOMASETTI, INC",44,"Architecture and Engineering Occupations","New York"
"927",17,"NY","SKIDMORE, OWINGS MERRILL LLP",41,"Architecture and Engineering Occupations","New York"
"928",17,"NY","INTERTEK TESTING SERVICES NA, INC",37,"Architecture and Engineering Occupations","New York"
"929",17,"NY","TURNER CONSTRUCTION",33,"Architecture and Engineering Occupations","New York"
"930",17,"OH","GOKEN AMERICA, LLC",38,"Architecture and Engineering Occupations","Ohio"
"931",17,"OH","EATON CORPORATION",37,"Architecture and Engineering Occupations","Ohio"
"932",17,"OH","ADVANTAGE TECHNICAL SERVICES, INC",28,"Architecture and Engineering Occupations","Ohio"
"933",17,"OH","THE OHIO STATE UNIVERSITY",27,"Architecture and Engineering Occupations","Ohio"
"934",17,"OH","RACAR ENGINEERING, LLC",25,"Architecture and Engineering Occupations","Ohio"
"935",17,"OK","UNIVERSITY OF OKLAHOMA",12,"Architecture and Engineering Occupations","Oklahoma"
"936",17,"OK","LEIDOS ENGINEERING, LLC",8,"Architecture and Engineering Occupations","Oklahoma"
"937",17,"OK","TEK LEADERS INC",8,"Architecture and Engineering Occupations","Oklahoma"
"938",17,"OK","B+T GROUP",7,"Architecture and Engineering Occupations","Oklahoma"
"939",17,"OK","PHILLIPS 66 COMPANY",7,"Architecture and Engineering Occupations","Oklahoma"
"940",17,"OR","MENTOR GRAPHICS CORPORATION",18,"Architecture and Engineering Occupations","Oregon"
"941",17,"OR","ZIMMER GUNSUL FRASCA ARCHITECTS LLP",16,"Architecture and Engineering Occupations","Oregon"
"942",17,"OR","DAIMLER TRUCKS NORTH AMERICA LLC",13,"Architecture and Engineering Occupations","Oregon"
"943",17,"OR","NIKE, INC",8,"Architecture and Engineering Occupations","Oregon"
"944",17,"OR","JIREH SEMICONDUCTOR, INC",7,"Architecture and Engineering Occupations","Oregon"
"945",17,"PA","QUADGEN WIRELESS SOLUTIONS, INC",46,"Architecture and Engineering Occupations","Pennsylvania"
"946",17,"PA","ANSYS, INC",45,"Architecture and Engineering Occupations","Pennsylvania"
"947",17,"PA","STV INCORPORATED",44,"Architecture and Engineering Occupations","Pennsylvania"
"948",17,"PA","DELOITTE CONSULTING LLP",32,"Architecture and Engineering Occupations","Pennsylvania"
"949",17,"PA","TE CONNECTIVITY CORPORATION",31,"Architecture and Engineering Occupations","Pennsylvania"
"950",17,"RI","DASSAULT SYSTEMES SIMULIA CORP",43,"Architecture and Engineering Occupations","Rhode Island"
"951",17,"RI","TEKNOR APEX COMPANY",7,"Architecture and Engineering Occupations","Rhode Island"
"952",17,"RI","FACTORY MUTUAL INSURANCE COMPANY",4,"Architecture and Engineering Occupations","Rhode Island"
"953",17,"RI","CADENCE SCIENCE, INC",2,"Architecture and Engineering Occupations","Rhode Island"
"954",17,"RI","IGUS BEARINGS, INC",2,"Architecture and Engineering Occupations","Rhode Island"
"955",17,"SC","SCHAEFFLER GROUP USA, INC",23,"Architecture and Engineering Occupations","South Carolina"
"956",17,"SC","SCHAEFFLER GROUP USA INC",14,"Architecture and Engineering Occupations","South Carolina"
"957",17,"SC","TTI MACAO COMMERCIAL OFFSHORE LIMITED",11,"Architecture and Engineering Occupations","South Carolina"
"958",17,"SC","ZF TRANSMISSIONS GRAY COURT, LLC",7,"Architecture and Engineering Occupations","South Carolina"
"959",17,"SC","BORGWARNER PDS (USA) INC",6,"Architecture and Engineering Occupations","South Carolina"
"960",17,"SD","GENPRO ENERGY SOLUTIONS, LLC",3,"Architecture and Engineering Occupations","South Dakota"
"961",17,"SD","GENPRO ADVANCED TECHNOLOGIES, LLC",2,"Architecture and Engineering Occupations","South Dakota"
"962",17,"SD","RE/SPEC, INC",2,"Architecture and Engineering Occupations","South Dakota"
"963",17,"SD","ADVANCED REMOTE SENSING, INC",1,"Architecture and Engineering Occupations","South Dakota"
"964",17,"SD","B&G INDUSTRIES, INC",1,"Architecture and Engineering Occupations","South Dakota"
"965",17,"TN","CUMMINS INC",450,"Architecture and Engineering Occupations","Tennessee"
"966",17,"TN","CUMMINS EMISSION SOLUTIONS INC",46,"Architecture and Engineering Occupations","Tennessee"
"967",17,"TN","LATITUDE 36, INC",40,"Architecture and Engineering Occupations","Tennessee"
"968",17,"TN","UT-BATTELLE, LLC (OAK RIDGE NATIONAL LABORATORY)",35,"Architecture and Engineering Occupations","Tennessee"
"969",17,"TN","CUMMINS FILTRATION, INC",19,"Architecture and Engineering Occupations","Tennessee"
"970",17,"TX","SAMSUNG AUSTIN SEMICONDUCTOR, L.L.C",219,"Architecture and Engineering Occupations","Texas"
"971",17,"TX","TEXAS INSTRUMENTS INCORPORATED",151,"Architecture and Engineering Occupations","Texas"
"972",17,"TX","NXP USA, INC",92,"Architecture and Engineering Occupations","Texas"
"973",17,"TX","MOBILECOMM PROFESSIONALS, INC",84,"Architecture and Engineering Occupations","Texas"
"974",17,"TX","CIRRUS LOGIC INTERNATIONAL SEMICONDUCTOR LTD",78,"Architecture and Engineering Occupations","Texas"
"975",17,"UT","IM FLASH TECHNOLOGIES, LLC",50,"Architecture and Engineering Occupations","Utah"
"976",17,"UT","KENNECOTT UTAH COPPER LLC",12,"Architecture and Engineering Occupations","Utah"
"977",17,"UT","VAREX IMAGING CORPORATION",12,"Architecture and Engineering Occupations","Utah"
"978",17,"UT","UNIVERSITY OF UTAH",6,"Architecture and Engineering Occupations","Utah"
"979",17,"UT","ANCESTRY.COM OPERATIONS, INC",5,"Architecture and Engineering Occupations","Utah"
"980",17,"VA","AECOM TECHNICAL SERVICES, INC",126,"Architecture and Engineering Occupations","Virginia"
"981",17,"VA","REVEREIT LLC",59,"Architecture and Engineering Occupations","Virginia"
"982",17,"VA","GLOBAL TECHNOLOGY ASSOCIATES LLC",42,"Architecture and Engineering Occupations","Virginia"
"983",17,"VA","VALIDATION ASSOCIATES LLC",34,"Architecture and Engineering Occupations","Virginia"
"984",17,"VA","LANCESOFT, INC",33,"Architecture and Engineering Occupations","Virginia"
"985",17,"VT","ASCENSION TECHNOLOGY CORPORATION",2,"Architecture and Engineering Occupations","Vermont"
"986",17,"VT","CN HOLDINGS, INC",1,"Architecture and Engineering Occupations","Vermont"
"987",17,"VT","GARFLEX INC",1,"Architecture and Engineering Occupations","Vermont"
"988",17,"VT","GREEN MOUNTAIN SEMICONDUCTOR, INC",1,"Architecture and Engineering Occupations","Vermont"
